CLINICA ROCHA	LABORATORIOS E EXAMES	ENDOSCOPIA DIGESTIVA	CAMPINAS	Prata QC	RUA VISCONDE DE TAUNAY 421	VILA ITAPURA	13023200	19-32351745;19-32351844;	CRM-SP 75615
ENDOCORP ENDOSCOPIA DIGESTIVA	LABORATORIOS E EXAMES	ENDOSCOPIA DIGESTIVA	CAMPINAS	Prata QC	RUA TIRADENTES 329	VILA ITAPURA	13023190	19-32329245;	
HELDER CARDOSO SILVEIRA	LABORATORIOS E EXAMES	ENDOSCOPIA DIGESTIVA	CAMPINAS	Prata QC	RUA BARATA RIBEIRO 539	VILA ITAPURA	13023030	19-32320719;	CRM-SP 75962
HEP CENTRO SERVICOS MEDICOS	LABORATORIOS E EXAMES	ENDOSCOPIA DIGESTIVA	CAMPINAS	Prata QC	AVENIDA ANDRADE NEVES 2412	JARDIM CHAPADAO	13070001	19-32121513;	CRM
HOSPITAL E MATERNIDADE CELSO PIERRO	LABORATORIOS E EXAMES	ENDOSCOPIA DIGESTIVA	CAMPINAS	Prata QC	AVENIDA JOHN BOYD DUNLOP	JARDIM PAULICEIA	13060904	19-33438600;19-31121628;	CRM-SP 89121
ASM - INSTITUTO DO RADIUM DE CAMPINAS	LABORATORIOS E EXAMES	MAMOGRAFIA DIGITAL	CAMPINAS	Prata QC	AVENIDA DOUTOR HEITOR PENTEADO 1780	VILA LIDIA	13075460	19-37534100;	
CEMEDI	LABORATORIOS E EXAMES	MAMOGRAFIA DIGITAL	CAMPINAS	Prata QC	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE RURAL FAZENDA SANTA CANDIDA	13087567	19-35171700;	CRM-SP 96884
CENTRO INFANTIL DE INVEST HEMAT DR D A BOLDRINI	LABORATORIOS E EXAMES	MAMOGRAFIA DIGITAL	CAMPINAS	Prata QC	RUA DR GABRIEL PORTO 1270	CIDADE UNIVERSITARIA	13083210	19-37875000;	
DIAGMED CAMPINAS	LABORATORIOS E EXAMES	MAMOGRAFIA DIGITAL	CAMPINAS	Prata QC	AVENIDA BRASIL 884	JARDIM GUANABARA	13073012	19-37435000;19-26602092;	CRM-SP 56988
ECOCENTER SERVICOS HOSPITALARES E DIAGNOSTICOS	LABORATORIOS E EXAMES	MAMOGRAFIA DIGITAL	CAMPINAS	Prata QC	RUA MARIA MONTEIRO 1016	CAMBUI	13025151	19-37058800;	
HOSPITAL E MATERNIDADE CELSO PIERRO	LABORATORIOS E EXAMES	MAMOGRAFIA DIGITAL	CAMPINAS	Prata QC	AVENIDA JOHN BOYD DUNLOP	JARDIM PAULICEIA	13060904	19-33438600;19-31121628;	CRM-SP 89121
HOSPITAL VERA CRUZ	LABORATORIOS E EXAMES	MAMOGRAFIA DIGITAL	CAMPINAS	Prata QC	AVENIDA DOUTOR JESUINO MARCONDES MACHADO 394	NOVA CAMPINAS	13092108	19-37513794;19-37513770;19-37901200;19-37343000;	
INTTELIGENCE	LABORATORIOS E EXAMES	MAMOGRAFIA DIGITAL	CAMPINAS	Prata QC	RUA BARRETO LEME 1616	CENTRO	13010201	19-37315888;	
UMEX	LABORATORIOS E EXAMES	MAMOGRAFIA DIGITAL	CAMPINAS	Prata QC	AVENIDA SENADOR ANTONIO LACERDA FRANCO 454	VILA RICA	13050526	19-32272790;19-37682885;	
CENDICAMP MEDICINA NUCLEAR	LABORATORIOS E EXAMES	MEDICINA NUCLEAR	CAMPINAS	Prata QC	RUA DOUTOR BARROS MONTEIRO 348	JARDIM GUANABARA	13073240	19-33451700;19-37332000;	CRM-SP 85516
CENTRO INFANTIL DE INVEST HEMAT DR D A BOLDRINI	LABORATORIOS E EXAMES	MEDICINA NUCLEAR	CAMPINAS	Prata QC	RUA DR GABRIEL PORTO 1270	CIDADE UNIVERSITARIA	13083210	19-37875000;	
DIMEN	LABORATORIOS E EXAMES	MEDICINA NUCLEAR	CAMPINAS	Prata QC	RUA BENJAMIN CONSTANT 1717	CENTRO	13010142	19-37332000;19-32433077;	CRM-SP 33026
INSTITUTO DE MEDICINA DIAGNOSTICA AVANCADA DE CAMPINAS	LABORATORIOS E EXAMES	MEDICINA NUCLEAR	CAMPINAS	Prata QC	AVENIDA BENJAMIN CONSTANT 1771	CENTRO	13010142	19-37558800;19-32433077;19-30201720;	CRM-SP 90391
ASM - HOSPITAL MADRE THEODORA CAMPINAS	LABORATORIOS E EXAMES	RADIOLOGIA	CAMPINAS	Prata QC	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE RURAL FAZENDA SANTA CANDIDA	13087567	19-30032704;	CRM-SP 84458
ASM - UNIDADE AVANCADA MADRE THEODORA	LABORATORIOS E EXAMES	RADIOLOGIA	CAMPINAS	Prata QC	AVENIDA DOUTOR MORAES SALLES 2371	NOVA CAMPINAS	13092111	19-30032704;	CRM-SP 930040
ASM - HEMODINAMICA MADRE THEODORA	LABORATORIOS E EXAMES	RADIOLOGIA	CAMPINAS	Prata QC	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE DAS UNIVERSIDADES	13087567	19-32565988;19-32565941;	
CDE DIAGNOSTICO POR IMAGEM	LABORATORIOS E EXAMES	RADIOLOGIA	CAMPINAS	Prata QC	AVENIDA BARAO DE ITAPURA 933	JARDIM GUANABARA	13073300	19-37370770;19-37370776;	
CEMEDI	LABORATORIOS E EXAMES	RADIOLOGIA	CAMPINAS	Prata QC	AVENIDA BARAO DE ITAPURA 685	BOTAFOGO	13020432	19-35171700;	CRM-SP 96884
CENTRO INFANTIL DE INVEST HEMAT DR D A BOLDRINI	LABORATORIOS E EXAMES	RADIOLOGIA	CAMPINAS	Prata QC	RUA DR GABRIEL PORTO 1270	CIDADE UNIVERSITARIA	13083210	19-37875000;	
DIAGMED CAMPINAS	LABORATORIOS E EXAMES	RADIOLOGIA	CAMPINAS	Prata QC	AVENIDA BRASIL 884	JARDIM GUANABARA	13073012	19-37435000;19-26602092;	CRM-SP 56988
ECOCENTER SERVICOS HOSPITALARES E DIAGNOSTICOS	LABORATORIOS E EXAMES	RADIOLOGIA	CAMPINAS	Prata QC	RUA MARIA MONTEIRO 1016	CAMBUI	13025151	19-37058800;	
ECOSYS CTO ESP EM DIAG ULTRASONOGRAFIA	LABORATORIOS E EXAMES	RADIOLOGIA	CAMPINAS	Prata QC	RUA IRIO GIARDELLI	LOTEAMENTO PAIQUERE	13271565	19-35157361;19-38293991;	
HOSPITAL E MATERNIDADE CELSO PIERRO	LABORATORIOS E EXAMES	RADIOLOGIA	CAMPINAS	Prata QC	AVENIDA JOHN BOYD DUNLOP	JARDIM PAULICEIA	13060904	19-33438600;19-31121628;	CRM-SP 89121
HOSPITAL VERA CRUZ	LABORATORIOS E EXAMES	RADIOLOGIA	CAMPINAS	Prata QC	AVENIDA ANDRADE NEVES 402	CENTRO	13013160	19-37343000;19-37513770;	
INTTELIGENCE	LABORATORIOS E EXAMES	RADIOLOGIA	CAMPINAS	Prata QC	RUA BARRETO LEME 1616	CENTRO	13010201	19-37315888;	
RCC RADIOLOGIA CLINICA DE CAMPINAS	LABORATORIOS E EXAMES	RADIOLOGIA	CAMPINAS	Prata QC	AVENIDA JOSE DE SOUZA CAMPOS 840	NOVA CAMPINAS	13092123	19-37535700;	
UMEX	LABORATORIOS E EXAMES	RADIOLOGIA	CAMPINAS	Prata QC	AVENIDA SENADOR ANTONIO LACERDA FRANCO 454	VILA RICA	13050526	19-32272790;19-37682885;	
ASM - HOSPITAL MADRE THEODORA CAMPINAS	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO ADULTO	CAMPINAS	Prata QC	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE RURAL FAZENDA SANTA CANDIDA	13087567	19-30032704;	CRM-SP 84458
CASA DE SAUDE	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO ADULTO	CAMPINAS	Prata QC	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
CENTRO INFANTIL DE INVEST HEMAT DR D A BOLDRINI	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO ADULTO	CAMPINAS	Prata QC	RUA DR GABRIEL PORTO 1270	CIDADE UNIVERSITARIA	13083210	19-37875000;	
HOSPITAL E MATERNIDADE CELSO PIERRO	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO ADULTO	CAMPINAS	Prata QC	AVENIDA JOHN BOYD DUNLOP	JARDIM PAULICEIA	13060904	19-33438600;19-31121628;	CRM-SP 89121
IRMANDADE DA SANTA CASA DE VINHEDO	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO ADULTO	CAMPINAS	Prata QC	PRAÇA DR ABRHAO AUN 4705	BARRA FUNDA	13280000	19-38365750;	
IRMANDADE DE SANTA CASA DE MISERICORDIA DE VALINHOS	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO ADULTO	CAMPINAS	Prata QC	AVENIDA ONZE DE AGOSTO 2745	VILA EMBARE	13271210	19-38695111;19-38296120;19-38296699;	CRM-SP 80898
CASA DE SAUDE	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO CARDIOLOGICO	CAMPINAS	Prata QC	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
HOSPITAL SAMARITANO DE CAMPINAS	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO CARDIOLOGICO	CAMPINAS	Prata QC	RUA ENGENHEIRO MONLEVADE 206	VILA JOAO JORGE	13041304	19-37361000;	
ASM - HOSPITAL MADRE THEODORA CAMPINAS	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO GINECOLOGICO	CAMPINAS	Prata QC	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE RURAL FAZENDA SANTA CANDIDA	13087567	19-30032704;	CRM-SP 84458
CASA DE SAUDE	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO GINECOLOGICO	CAMPINAS	Prata QC	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
HOSPITAL E MATERNIDADE CELSO PIERRO	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO GINECOLOGICO	CAMPINAS	Prata QC	AVENIDA JOHN BOYD DUNLOP	JARDIM PAULICEIA	13060904	19-33438600;19-31121628;	CRM-SP 89121
IRMANDADE DA SANTA CASA DE VINHEDO	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO GINECOLOGICO	CAMPINAS	Prata QC	PRAÇA DR ABRHAO AUN 4705	BARRA FUNDA	13280000	19-38365750;	
ASM - HOSPITAL MADRE THEODORA CAMPINAS	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO INFANTIL (PEDIATRICO)	CAMPINAS	Prata QC	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE RURAL FAZENDA SANTA CANDIDA	13087567	19-30032704;	CRM-SP 84458
CASA DE SAUDE	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO INFANTIL (PEDIATRICO)	CAMPINAS	Prata QC	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
CENTRO INFANTIL DE INVEST HEMAT DR D A BOLDRINI	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO INFANTIL (PEDIATRICO)	CAMPINAS	Prata QC	RUA DR GABRIEL PORTO 1270	CIDADE UNIVERSITARIA	13083210	19-37875000;	
HOSPITAL E MATERNIDADE CELSO PIERRO	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO INFANTIL (PEDIATRICO)	CAMPINAS	Prata QC	AVENIDA JOHN BOYD DUNLOP	JARDIM PAULICEIA	13060904	19-33438600;19-31121628;	CRM-SP 89121
HOSPITAL SAMARITANO DE CAMPINAS	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO INFANTIL (PEDIATRICO)	CAMPINAS	Prata QC	RUA ENGENHEIRO MONLEVADE 206	VILA JOAO JORGE	13041304	19-37361000;	
IRMANDADE DA SANTA CASA DE VINHEDO	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO INFANTIL (PEDIATRICO)	CAMPINAS	Prata QC	PRAÇA DR ABRHAO AUN 4705	BARRA FUNDA	13280000	19-38365750;	
ASM - HOSPITAL MADRE THEODORA CAMPINAS	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO OBSTETRICO	CAMPINAS	Prata QC	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE RURAL FAZENDA SANTA CANDIDA	13087567	19-30032704;	CRM-SP 84458
CASA DE SAUDE	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO OBSTETRICO	CAMPINAS	Prata QC	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
HOSPITAL E MATERNIDADE CELSO PIERRO	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO OBSTETRICO	CAMPINAS	Prata QC	AVENIDA JOHN BOYD DUNLOP	JARDIM PAULICEIA	13060904	19-33438600;19-31121628;	CRM-SP 89121
IRMANDADE DA SANTA CASA DE VINHEDO	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO OBSTETRICO	CAMPINAS	Prata QC	PRAÇA DR ABRHAO AUN 4705	BARRA FUNDA	13280000	19-38365750;	
CLINICA DE OLHOS S RASKIN	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO OFTALMOLOGICO	CAMPINAS	Prata QC	AVENIDA BARAO DE ITAPURA 1050	BOTAFOGO	13020432	19-37373131;	
HOSPITAL SAMARITANO DE CAMPINAS	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO OFTALMOLOGICO	CAMPINAS	Prata QC	RUA ENGENHEIRO MONLEVADE 206	VILA JOAO JORGE	13041304	19-37361000;	
CASA DE SAUDE	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO ONCOLOGICO	CAMPINAS	Prata QC	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
ASM - HOSPITAL MADRE THEODORA CAMPINAS	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO ORTOPEDICO	CAMPINAS	Prata QC	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE RURAL FAZENDA SANTA CANDIDA	13087567	19-30032704;	CRM-SP 84458
HOSPITAL E MATERNIDADE CELSO PIERRO	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO ORTOPEDICO	CAMPINAS	Prata QC	AVENIDA JOHN BOYD DUNLOP	JARDIM PAULICEIA	13060904	19-33438600;19-31121628;	CRM-SP 89121
HOSPITAL SAMARITANO DE CAMPINAS	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO ORTOPEDICO	CAMPINAS	Prata QC	RUA ENGENHEIRO MONLEVADE 206	VILA JOAO JORGE	13041304	19-37361000;	
CASA DE SAUDE	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO OTORRINOLARINGOLOGICO	CAMPINAS	Prata QC	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
HOSPITAL SAMARITANO DE CAMPINAS	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO OTORRINOLARINGOLOGICO	CAMPINAS	Prata QC	RUA ENGENHEIRO MONLEVADE 206	VILA JOAO JORGE	13041304	19-37361000;	
CASA DE SAUDE	PRONTO-SOCORRO 24H (URGENCIA E EMERGENCIA)	PRONTO SOCORRO TRAUMAS DA FACE	CAMPINAS	Prata QC	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
CETE CENTRO ESP DE TERAPIA E ESTIM	TEA	TEA FONOAUDIOLOGIA	CAMPINAS	Prata QC	AVENIDA FRANCISCO JOSE DE CAMARGO ANDRADE 358	JARDIM CHAPADAO	13070055	19-32416050;19-33427730;	
ALCATEA LTDA	TEA	TEA FONOAUDIOLOGIA	CAMPINAS	Prata QC	RUA MARTINHO LEARDINE 296	CHACARAS SILVANIA	13271650	19-40420101;	CRFA-SP 206513
CENTRO DE ATENDIMENTO MULTIPROFISSIONAL ABA FORA DA MESINHA	TEA	TEA FONOAUDIOLOGIA	CAMPINAS	Prata QC	AVENIDA DOUTOR JESUINO MARCONDES MACHADO 418	NOVA CAMPINAS	13092108	19-995301742;	
CENTRO DE REABILITACAO NEUROLOGICA MATHEUS ALVARES	TEA	TEA FONOAUDIOLOGIA	CAMPINAS	Prata QC	AVENIDA JOAO ERBOLATO 364	JARDIM CHAPADAO	13070070	19-32326923;	
ESPACO BAMBINI	TEA	TEA FONOAUDIOLOGIA	CAMPINAS	Prata QC	AVENIDA DERMIVAL BERNARDES SIQUEIRA 3276	SWISS PARK	13049252	19-983139019;	CRFA-SP 75927
GRUPO CONDUZIR	TEA	TEA FONOAUDIOLOGIA	CAMPINAS	Prata QC	AVENIDA ANTONIO ARTIOLI 570	SWISS PARK	13049253		CRP-SP 5640
IPSER	TEA	TEA FONOAUDIOLOGIA	CAMPINAS	Prata QC	RUA GUSTAVO AMBRUST 427	NOVA CAMPINAS	13092106	19-33053313;	CRP-SP 68250
O MUNDO EM LINGUAGEM CLINICA MULTIDISCIPLINAR LTDA	TEA	TEA FONOAUDIOLOGIA	CAMPINAS	Prata QC	AVENIDA DOUTOR HEITOR PENTEADO 1785	PARQUE TAQUARAL	13087000	19-32396345;	CRFA-SP 12440
FONOSAUDE	TEA	TEA FONOAUDIOLOGIA	CAMPINAS	Prata QC	AVENIDA TENENTE HARALDO EGIDIO DE SOUZA SANTOS 791	JARDIM CHAPADAO	13070160	19-32411234;19-998422624;	CRFA-SP 04811
CETE CENTRO ESP DE TERAPIA E ESTIM	TEA	TEA PSICOLOGIA	CAMPINAS	Prata QC	AVENIDA FRANCISCO JOSE DE CAMARGO ANDRADE 358	JARDIM CHAPADAO	13070055	19-32416050;19-33427730;	
AFETIVA CONSULTORIA E INTERVENCAO	TEA	TEA PSICOLOGIA	CAMPINAS	Prata QC	AVENIDA DOUTOR JESUINO MARCONDES MACHADO 2399	CHACARA DA BARRA	13090723		CRP-SP 12512J
ALCATEA LTDA	TEA	TEA PSICOLOGIA	CAMPINAS	Prata QC	RUA MARTINHO LEARDINE 296	CHACARAS SILVANIA	13271650	19-40420101;	CRFA-SP 206513
CENTRO DE ATENDIMENTO MULTIPROFISSIONAL ABA FORA DA MESINHA	TEA	TEA PSICOLOGIA	CAMPINAS	Prata QC	RUA FERREIRA DE ALMEIDA 181	JARDIM GUANABARA	13073380	19-95301742;	
CENTRO DE REABILITACAO NEUROLOGICA MATHEUS ALVARES	TEA	TEA PSICOLOGIA	CAMPINAS	Prata QC	AVENIDA JOAO ERBOLATO 364	JARDIM CHAPADAO	13070070	19-32326923;	
ESPACO BAMBINI	TEA	TEA PSICOLOGIA	CAMPINAS	Prata QC	AVENIDA DERMIVAL BERNARDES SIQUEIRA 3276	SWISS PARK	13049252	19-983139019;	CRFA-SP 75927
GRUPO CONDUZIR	TEA	TEA PSICOLOGIA	CAMPINAS	Prata QC	AVENIDA ANTONIO ARTIOLI 570	SWISS PARK	13049253		CRP-SP 5640
IPSER	TEA	TEA PSICOLOGIA	CAMPINAS	Prata QC	RUA GUSTAVO AMBRUST 427	NOVA CAMPINAS	13092106	19-33053313;	CRP-SP 68250
O MUNDO EM LINGUAGEM CLINICA MULTIDISCIPLINAR LTDA	TEA	TEA PSICOLOGIA	CAMPINAS	Prata QC	AVENIDA DOUTOR HEITOR PENTEADO 1785	PARQUE TAQUARAL	13087000	19-32396345;	CRFA-SP 12440
FONOSAUDE	TEA	TEA PSICOLOGIA	CAMPINAS	Prata QC	AVENIDA TENENTE HARALDO EGIDIO DE SOUZA SANTOS 791	JARDIM CHAPADAO	13070160	19-32411234;19-998422624;	CRFA-SP 04811
CETE CENTRO ESP DE TERAPIA E ESTIM	TEA	TEA TERAPIA OCUPACIONAL	CAMPINAS	Prata QC	AVENIDA FRANCISCO JOSE DE CAMARGO ANDRADE 358	JARDIM CHAPADAO	13070055	19-32416050;19-33427730;	
AFETIVA CONSULTORIA E INTERVENCAO	TEA	TEA TERAPIA OCUPACIONAL	CAMPINAS	Prata QC	AVENIDA DOUTOR JESUINO MARCONDES MACHADO 2399	CHACARA DA BARRA	13090723		CRP-SP 12512J
ALCATEA LTDA	TEA	TEA TERAPIA OCUPACIONAL	CAMPINAS	Prata QC	RUA MARTINHO LEARDINE 296	CHACARAS SILVANIA	13271650	19-40420101;	CRFA-SP 206513
CENTRO DE ATENDIMENTO MULTIPROFISSIONAL ABA FORA DA MESINHA	TEA	TEA TERAPIA OCUPACIONAL	CAMPINAS	Prata QC	RUA FERREIRA DE ALMEIDA 181	JARDIM GUANABARA	13073380	19-95301742;	
CENTRO DE REABILITACAO NEUROLOGICA MATHEUS ALVARES	TEA	TEA TERAPIA OCUPACIONAL	CAMPINAS	Prata QC	AVENIDA JOAO ERBOLATO 364	JARDIM CHAPADAO	13070070	19-32326923;	
ESPACO BAMBINI	TEA	TEA TERAPIA OCUPACIONAL	CAMPINAS	Prata QC	AVENIDA DERMIVAL BERNARDES SIQUEIRA 3276	SWISS PARK	13049252	19-983139019;	CRFA-SP 75927
GRUPO CONDUZIR	TEA	TEA TERAPIA OCUPACIONAL	CAMPINAS	Prata QC	RUA BARRETO LEME 1815	CAMBUI	13025085		CRP-SP 5640
IPSER	TEA	TEA TERAPIA OCUPACIONAL	CAMPINAS	Prata QC	RUA GUSTAVO AMBRUST 427	NOVA CAMPINAS	13092106	19-33053313;	CRP-SP 68250
O MUNDO EM LINGUAGEM CLINICA MULTIDISCIPLINAR LTDA	TEA	TEA TERAPIA OCUPACIONAL	CAMPINAS	Prata QC	AVENIDA DOUTOR HEITOR PENTEADO 1785	PARQUE TAQUARAL	13087000	19-32396345;	CRFA-SP 12440
CETE CENTRO ESP DE TERAPIA E ESTIM	CONSULTORIOS - CLINICAS - TERAPIAS	ACUPUNTURA MEDICA	VALINHOS	Prata QC	AVENIDA FRANCISCO JOSE DE CAMARGO ANDRADE 358	JARDIM CHAPADAO	13070055	19-32416050;19-33427730;	
CENTRO DE ORTOP E FRATURAS VALINHOS	CONSULTORIOS - CLINICAS - TERAPIAS	ACUPUNTURA MEDICA	VALINHOS	Prata QC	AVENIDA AV ONZE DE AGOSTO 2035	VILA EMBARE	13276130	19-38696688;	CRM-SP
CENTRO MEDICO HOMEOPATICO DE CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	ACUPUNTURA MEDICA	VALINHOS	Prata QC	RUA CAMARGO PAES 642	JARDIM GUANABARA	13073350	19-32335513;	
CLINICA MEDICA DRA MARCIA HARADA	CONSULTORIOS - CLINICAS - TERAPIAS	ACUPUNTURA MEDICA	VALINHOS	Prata QC	RUA DOUTOR ALBANO DE ALMEIDA LIMA 680	JARDIM GUANABARA	13073131	19-25132700;	CRM-SP 84473
GLAUCIO COSTA DE OLIVEIRA	CONSULTORIOS - CLINICAS - TERAPIAS	ACUPUNTURA MEDICA	VALINHOS	Prata QC	RUA MARIA MONTEIRO 1016	CAMBUI	13025151	19-37058800;19-32948156;	CRM-SP 75106
INSTITUTO NOVA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	ACUPUNTURA MEDICA	VALINHOS	Prata QC	RUA ORLANDO FAGNANI 488	NOVA CAMPINAS	13092054		CRM-SP 100435
THELMA ELAINE BRASILEIRO	CONSULTORIOS - CLINICAS - TERAPIAS	ACUPUNTURA MEDICA	VALINHOS	Prata QC	RUA FRANCISCO ALVES 56	BOTAFOGO	13020380	19-33881943;19-25121941;	CRM-SP 104938
AMGS ASSISTENCIA MEDICA	CONSULTORIOS - CLINICAS - TERAPIAS	ALERGIA E IMUNOLOGIA	VALINHOS	Prata QC	RUA DOUTOR ANTONIO GALIZIA 155	CAMBUI	13024510	19-32130343;	
CLINICA DE ALERGIA E IMUNOLOGIA DR ROBER	CONSULTORIOS - CLINICAS - TERAPIAS	ALERGIA E IMUNOLOGIA	VALINHOS	Prata QC	AVENIDA BRASIL 1601	JARDIM GUANABARA	13070178	19-32411112;19-32422211;19-32411018;	
CLINICA DE SAUDE INTEGRADA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	ALERGIA E IMUNOLOGIA	VALINHOS	Prata QC	AVENIDA BARAO DE ITAPURA 2137	JARDIM GUANABARA	13073300	19-32123255;19-32430411;	
GISELA BARBOSA MOREIRA	CONSULTORIOS - CLINICAS - TERAPIAS	ALERGIA E IMUNOLOGIA	VALINHOS	Prata QC	RUA DUQUE DE CAXIAS 780	CENTRO	13015311	19-32343244;19-32360618;	CRM-SP 51254
RUI ALMEIDA COATTI	CONSULTORIOS - CLINICAS - TERAPIAS	ALERGIA E IMUNOLOGIA	VALINHOS	Prata QC	RUA DUQUE DE CAXIAS 780	CENTRO	13015311	19-32343244;	CRM-SP 18459
THYENNE ABREU E DI LORETO SERVICO MEDICO	CONSULTORIOS - CLINICAS - TERAPIAS	ALERGIA E IMUNOLOGIA	VALINHOS	Prata QC	RUA SACRAMENTO 900	CENTRO	13023185	19-32320737;19-32325097;	
CONEXA SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	ALERGIA E IMUNOLOGIA PEDIATRICA	VALINHOS	Prata QC	RUA ATENDIMENTO EXCLUSIVO ON-LINE	VILA ITAPURA	13023200		CRM-SP 1006122
ONCOCAMP	CONSULTORIOS - CLINICAS - TERAPIAS	ANESTESIOLOGIA	VALINHOS	Prata QC	RUA PADRE JOAQUIM GOMES 149	JARDIM GUANABARA	13073400	19-32134444;	
ASM - UNIDADE AVANCADA MADRE THEODORA	CONSULTORIOS - CLINICAS - TERAPIAS	ANGIOLOGIA E CIRURGIA VASCULAR	VALINHOS	Prata QC	AVENIDA DOUTOR MORAES SALLES 2371	NOVA CAMPINAS	13092111	19-30032704;	CRM-SP 930040
CASA DE SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	ANGIOLOGIA E CIRURGIA VASCULAR	VALINHOS	Prata QC	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
INSTITUTO MEIRELLES VIARENGO	CONSULTORIOS - CLINICAS - TERAPIAS	ANGIOLOGIA E CIRURGIA VASCULAR	VALINHOS	Prata QC	AVENIDA JOSE DE SOUZA CAMPOS 2029	CAMBUI	13025320	19-32527112;19-32941347;	
INSTITUTO NOVA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	ANGIOLOGIA E CIRURGIA VASCULAR	VALINHOS	Prata QC	RUA ORLANDO FAGNANI 488	NOVA CAMPINAS	13092054		CRM-SP 100435
ANGIOSAFE	CONSULTORIOS - CLINICAS - TERAPIAS	ANGIOLOGIA E CIRURGIA VASCULAR	VALINHOS	Prata QC	RUA BERNARDINO DE CAMPOS 804	CENTRO	13010151	19-32942864;19-984359850;	CRM-ES 126650
