CENTER MED	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	RUA PADRE ALMEIDA 614	CAMBUI	13025251	19-32547812;	
CENTRO INFANTIL DE INVEST HEMAT DR D A BOLDRINI	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	RUA DR GABRIEL PORTO 1270	CIDADE UNIVERSITARIA	13083210	19-37875000;	
CI - SANTA CLARA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	AVENIDA FRANCISCO GLICERIO 1867	CENTRO	13012000	19-32341187;	
CL MED VALBERT DE CASTRO SS LTDA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	AVENIDA FRANCISCO GLICERIO 2331	VILA ITAPURA	13023101	19-32335601;	CRM-SP 961484
CLINICA DA MULHER	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	AVENIDA DAS AMOREIRAS 425	SAO BERNARDO	13036225	19-32733036;	
CLINICA MEDICA MANENTE LIMITADA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	AVENIDA JOSE BONIFACIO 2296	JARDIM DAS PAINEIRAS	13092305	19-32556711;	
CONEXA SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	RUA ATENDIMENTO EXCLUSIVO ON-LINE	VILA ITAPURA	13023200		CRM-SP 1006122
DRA MIRIAM NOBREGA CONSULTORIO GINECOLOG	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	RUA DOUTOR ERALDO AURELIO FRANZESE 57	PAIQUERE	13271608	19-981819392;	CRM-SP 83865
DUO CENTER OFTALMOLOGIA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	AVENIDA BENJAMIN CONSTANT 2 ANDAR 1134	CENTRO	13010141		CRM-SP 79685
GLAUCIO COSTA DE OLIVEIRA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	RUA MARIA MONTEIRO 1016	CAMBUI	13025151	19-37058800;19-32948156;	CRM-SP 75106
HP SERVICOS MEDICOS SOCIEDADE SIMPLES	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	RUA DOM BARRETO 157	VILA EMBARE	13271150	19-38295090;19-31670050;	CRM-SP 71382
INSTITUTO PRO-MULHER	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	RUA URUGUAIANA 467	BOSQUE	13026001	19-32343320;19-32548252;	
MIRIAM SIESLER NOBREGA BELISARIO	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	RUA DOUTOR ERALDO AURELIO FRANZESE 57	PAIQUERE	13271608	19-38714212;19-981819392;	CRM-SP 0000083865
SCHNEIDER ASSISTENCIA MEDICA LTDA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	RUA BARAO GERALDO DE RESENDE 282	BOTAFOGO	13020440	19-33075915;	CRM-SP 995331
SEVIG SERVICOS DE VIDEO ENDOSCOPIA GIN	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	RUA VISCONDE DE TAUNAY 420	VILA ITAPURA	13023200	19-32370954;	
SYMCO MEDICINA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	RUA CORONEL QUIRINO 1483	CAMBUI	13025002	19-32556764;19-994715639;	
VANDELCI RICCI	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	RUA SACRAMENTO 900	CENTRO	13010210	19-32433751;	CRM-SP 0000032104
ASM - HOSPITAL MADRE THEODORA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE RURAL FAZENDA SANTA CANDIDA	13087567	19-30032704;	CRM-SP 84458
ALBA CRISTINA SALVI	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	AVENIDA ANCHIETA 623	CENTRO	13015101	19-32316517;19-32341940;19-994708940;	CRM-SP 72310
BB INOCHI CONSULTORIO MEDICO LTDA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	RUA MARLENE PIATO CONTE 888	PARQUE RESIDENCIAL COLINA DO SOL	13270540	19-38494302;	CRM-RJ 5200859150
CASA DE SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
CENTER MED	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	RUA PADRE ALMEIDA 614	CAMBUI	13025251	19-32547812;	
CI - SANTA CLARA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	AVENIDA FRANCISCO GLICERIO 1867	CENTRO	13012000	19-32341187;	
CL MED VALBERT DE CASTRO SS LTDA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	AVENIDA FRANCISCO GLICERIO 2331	VILA ITAPURA	13023101	19-32335601;	CRM-SP 961484
CLINICA DA MULHER	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	AVENIDA DAS AMOREIRAS 425	SAO BERNARDO	13036225	19-32733036;	
CLINICA MEDICA MANENTE LIMITADA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	AVENIDA JOSE BONIFACIO 2296	JARDIM DAS PAINEIRAS	13092305	19-32556711;	
CONEXA SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	RUA ATENDIMENTO EXCLUSIVO ON-LINE	VILA ITAPURA	13023200		CRM-SP 1006122
DRA MIRIAM NOBREGA CONSULTORIO GINECOLOG	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	RUA DOUTOR ERALDO AURELIO FRANZESE 57	PAIQUERE	13271608	19-981819392;	CRM-SP 83865
GLAUCIO COSTA DE OLIVEIRA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	RUA MARIA MONTEIRO 1016	CAMBUI	13025151	19-37058800;19-32948156;	CRM-SP 75106
HP SERVICOS MEDICOS SOCIEDADE SIMPLES	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	RUA DOM BARRETO 157	VILA EMBARE	13271150	19-38295090;19-31670050;	CRM-SP 71382
INSTITUTO PRO-MULHER	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	RUA URUGUAIANA 467	BOSQUE	13026001	19-32343320;19-32548252;	
MIRIAM SIESLER NOBREGA BELISARIO	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	RUA DOUTOR ERALDO AURELIO FRANZESE 57	PAIQUERE	13271608	19-38714212;19-981819392;	CRM-SP 0000083865
SCHNEIDER ASSISTENCIA MEDICA LTDA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	RUA BARAO GERALDO DE RESENDE 282	BOTAFOGO	13020440	19-33075915;	CRM-SP 995331
SEVIG SERVICOS DE VIDEO ENDOSCOPIA GIN	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	RUA VISCONDE DE TAUNAY 420	VILA ITAPURA	13023200	19-32370954;	
SYMCO MEDICINA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	RUA CORONEL QUIRINO 1483	CAMBUI	13025002	19-32556764;19-994715639;	
VANDELCI RICCI	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	RUA SACRAMENTO 900	CENTRO	13010210	19-32433751;	CRM-SP 0000032104
ASM - INSTITUTO DO RADIUM DE CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	HEMATOLOGIA	AVENIDA DOUTOR HEITOR PENTEADO 1780	VILA LIDIA	13075460	19-37534100;	
ASM - UNIDADE AVANCADA MADRE THEODORA	CONSULTORIOS - CLINICAS - TERAPIAS	HEMATOLOGIA	AVENIDA DOUTOR MORAES SALLES 2371	NOVA CAMPINAS	13092111	19-30032704;	CRM-SP 930040
CASA DE SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	HEMATOLOGIA	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
CENTRO DE HEMATOLOGIA HEMOTERAPIA	CONSULTORIOS - CLINICAS - TERAPIAS	HEMATOLOGIA	AVENIDA JULIO DE MESQUITA 571	CAMBUI	13025063	19-25141555;	CRM-SP 96624
CENTRO INFANTIL DE INVEST HEMAT DR D A BOLDRINI	CONSULTORIOS - CLINICAS - TERAPIAS	HEMATOLOGIA	RUA DR GABRIEL PORTO 1270	CIDADE UNIVERSITARIA	13083210	19-37875000;	
CLINICA MEDICA MEDEIROS	CONSULTORIOS - CLINICAS - TERAPIAS	HEMATOLOGIA	RUA FREI ANTONIO DE PADUA 1263	JARDIM GUANABARA	13073330	19-32435917;19-32038272;19-998246994;	
CENTRO DE DESOSPITALIZACAO HUMANA - VIVER	CONSULTORIOS - CLINICAS - TERAPIAS	HEMATOLOGIA PEDIATRICA	RUA CAMARGO PAES 776	JARDIM GUANABARA	13073350	19-25116989;19-25126989;	CRM-SP 51466
ASM - UNIDADE AVANCADA MADRE THEODORA	CONSULTORIOS - CLINICAS - TERAPIAS	HEPATOLOGIA	AVENIDA DOUTOR MORAES SALLES 2371	NOVA CAMPINAS	13092111	19-30032704;	CRM-SP 930040
HEP CENTRO SERVICOS MEDICOS	CONSULTORIOS - CLINICAS - TERAPIAS	HEPATOLOGIA	AVENIDA ANDRADE NEVES 2412	JARDIM CHAPADAO	13070001	19-32121513;	CRM
CASA DE SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	HOMEOPATIA	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
CENTRO MEDICO HOMEOPATICO DE CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	HOMEOPATIA	RUA CAMARGO PAES 642	JARDIM GUANABARA	13073350	19-32335513;	
GLAUCIO COSTA DE OLIVEIRA	CONSULTORIOS - CLINICAS - TERAPIAS	HOMEOPATIA	RUA MARIA MONTEIRO 1016	CAMBUI	13025151	19-37058800;19-32948156;	CRM-SP 75106
PAULO DE TARSO SEIXAS	CONSULTORIOS - CLINICAS - TERAPIAS	HOMEOPATIA	RUA GONCALVES CESAR 383	JARDIM GUANABARA	13073230	19-32422625;	CRM-SP 60922
VITOR JOSE FANTINATO PANSANI	CONSULTORIOS - CLINICAS - TERAPIAS	HOMEOPATIA	RUA VISCONDE DE TAUNAY 305	VILA ITAPURA	13023200	19-32319542;19-32365915;	CRM-SP 32449
MARCIA FINUCCI	CONSULTORIOS - CLINICAS - TERAPIAS	HOMEOPATIA PEDIATRICA	RUA VISCONDE DE TAUNAY 421	VILA ITAPURA	13023200	19-32376426;19-32352858;19-992067211;	CRM-SP 57581
PAULO DE TARSO SEIXAS	CONSULTORIOS - CLINICAS - TERAPIAS	HOMEOPATIA PEDIATRICA	RUA GONCALVES CESAR 383	JARDIM GUANABARA	13073230	19-32422625;	CRM-SP 60922
ASM - HOSPITAL MADRE THEODORA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	INFECTOLOGIA	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE RURAL FAZENDA SANTA CANDIDA	13087567	19-30032704;	CRM-SP 84458
CENTRO DE DESOSPITALIZACAO HUMANA - VIVER	CONSULTORIOS - CLINICAS - TERAPIAS	INFECTOLOGIA	RUA CAMARGO PAES 776	JARDIM GUANABARA	13073350	19-25116989;19-25126989;	CRM-SP 51466
CASA DE SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	INFECTOLOGIA	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
CONEXA SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	INFECTOLOGIA	RUA ATENDIMENTO EXCLUSIVO ON-LINE	VILA ITAPURA	13023200		CRM-SP 1006122
LEME QUEZADA PRESTADORA SERVICOS MEDICOS	CONSULTORIOS - CLINICAS - TERAPIAS	INFECTOLOGIA	RUA SACRAMENTO 928	VILA ITAPURA	13023185	19-984488688;15-981135687;15-981836060;	
ASM - HOSPITAL MADRE THEODORA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	MASTOLOGIA	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE RURAL FAZENDA SANTA CANDIDA	13087567	19-30032704;	CRM-SP 84458
ASM - UNIDADE AVANCADA MADRE THEODORA	CONSULTORIOS - CLINICAS - TERAPIAS	MASTOLOGIA	AVENIDA DOUTOR MORAES SALLES 2371	NOVA CAMPINAS	13092111	19-30032704;	CRM-SP 930040
CLINICA MEDICA MANENTE LIMITADA	CONSULTORIOS - CLINICAS - TERAPIAS	MASTOLOGIA	AVENIDA JOSE BONIFACIO 2296	JARDIM DAS PAINEIRAS	13092305	19-32556711;	
CONEXA SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	MASTOLOGIA	RUA ATENDIMENTO EXCLUSIVO ON-LINE	VILA ITAPURA	13023200		CRM-SP 1006122
SYMCO MEDICINA	CONSULTORIOS - CLINICAS - TERAPIAS	MASTOLOGIA	RUA CORONEL QUIRINO 1483	CAMBUI	13025002	19-32556764;19-994715639;	
CONEXA SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	MEDICINA DE FAMILIA	RUA ATENDIMENTO EXCLUSIVO ON-LINE	VILA ITAPURA	13023200		CRM-SP 1006122
ASM - HOSPITAL MADRE THEODORA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	NEFROLOGIA	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE RURAL FAZENDA SANTA CANDIDA	13087567	19-30032704;	CRM-SP 84458
ASM - UNIDADE AVANCADA MADRE THEODORA	CONSULTORIOS - CLINICAS - TERAPIAS	NEFROLOGIA	AVENIDA DOUTOR MORAES SALLES 2371	NOVA CAMPINAS	13092111	19-30032704;	CRM-SP 930040
NEFROCAMP NEFROLOGISTAS ASSOCIADOS	CONSULTORIOS - CLINICAS - TERAPIAS	NEFROLOGIA	RUA BARBOSA DA CUNHA 603	JARDIM GUANABARA	13073320	19-32120379;19-32430543;	CRM-SP 89089
NEFROCAMP NEFROLOGISTAS ASSOCIADOS	CONSULTORIOS - CLINICAS - TERAPIAS	NEFROLOGIA PEDIATRICA	RUA BARBOSA DA CUNHA 603	JARDIM GUANABARA	13073320	19-32120379;19-32430543;	CRM-SP 89089
ASM - HOSPITAL MADRE THEODORA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROCIRURGIA	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE RURAL FAZENDA SANTA CANDIDA	13087567	19-30032704;	CRM-SP 84458
ASM - UNIDADE AVANCADA MADRE THEODORA	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROCIRURGIA	AVENIDA DOUTOR MORAES SALLES 2371	NOVA CAMPINAS	13092111	19-30032704;	CRM-SP 930040
JOSE HENRIQUE FIGUEIREDO RACHED	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROCIRURGIA	AVENIDA BARAO DE ITAPURA 385	BOTAFOGO	13020430	19-32314110;19-32349498;	CRM-SP 64247
CASA DE SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROCIRURGIA	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
CENTRO DE ORTOP E FRATURAS VALINHOS	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROCIRURGIA	AVENIDA AV ONZE DE AGOSTO 2035	VILA EMBARE	13276130	19-38696688;	CRM-SP
LEME QUEZADA PRESTADORA SERVICOS MEDICOS	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROCIRURGIA	RUA SACRAMENTO 928	VILA ITAPURA	13023185	19-984488688;15-981135687;15-981836060;	
ASM - HOSPITAL MADRE THEODORA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROCIRURGIA PEDIATRICA	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE RURAL FAZENDA SANTA CANDIDA	13087567	19-30032704;	CRM-SP 84458
CENTRO DE DESOSPITALIZACAO HUMANA - VIVER	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROCIRURGIA PEDIATRICA	RUA CAMARGO PAES 776	JARDIM GUANABARA	13073350	19-25116989;19-25126989;	CRM-SP 51466
ASM - HOSPITAL MADRE THEODORA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE RURAL FAZENDA SANTA CANDIDA	13087567	19-30032704;	CRM-SP 84458
ASM - UNIDADE AVANCADA MADRE THEODORA	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA	AVENIDA DOUTOR MORAES SALLES 2371	NOVA CAMPINAS	13092111	19-30032704;	CRM-SP 930040
JOSE HENRIQUE FIGUEIREDO RACHED	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA	AVENIDA BARAO DE ITAPURA 385	BOTAFOGO	13020430	19-32314110;19-32349498;	CRM-SP 64247
CASA DE SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
CENTRO INTEGRADO NEUROLOGIA DE CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA	RUA DOUTOR CLEMENTE FERREIRA 44	BOTAFOGO	13020120	19-33975186;19-25126212;	
CONEXA SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA	RUA ATENDIMENTO EXCLUSIVO ON-LINE	VILA ITAPURA	13023200		CRM-SP 1006122
LEME QUEZADA PRESTADORA SERVICOS MEDICOS	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA	RUA SACRAMENTO 928	VILA ITAPURA	13023185	19-984488688;15-981135687;15-981836060;	
JOSE HENRIQUE FIGUEIREDO RACHED	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA PEDIATRICA	AVENIDA BARAO DE ITAPURA 385	BOTAFOGO	13020430	19-32314110;19-32349498;	CRM-SP 64247
CENTRO INTEGRADO NEUROLOGIA DE CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA PEDIATRICA	RUA DOUTOR CLEMENTE FERREIRA 44	BOTAFOGO	13020120	19-33975186;19-25126212;	
LEME QUEZADA PRESTADORA SERVICOS MEDICOS	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA PEDIATRICA	RUA SACRAMENTO 928	VILA ITAPURA	13023185	19-984488688;15-981135687;15-981836060;	
CETE CENTRO ESP DE TERAPIA E ESTIM	CONSULTORIOS - CLINICAS - TERAPIAS	NUTRICAO	AVENIDA FRANCISCO JOSE DE CAMARGO ANDRADE 358	JARDIM CHAPADAO	13070055	19-32416050;19-33427730;	
KIKLOS SAUDE CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	NUTRICAO	AVENIDA JOSE BONIFACIO 718	JARDIM FLAMBOYANT	13091140	19-33427910;	CRFA-SP 4436
CENTRO INFANTIL DE INVEST HEMAT DR D A BOLDRINI	CONSULTORIOS - CLINICAS - TERAPIAS	NUTRICAO	RUA DR GABRIEL PORTO 1270	CIDADE UNIVERSITARIA	13083210	19-37875000;	
CI - SANTA CLARA	CONSULTORIOS - CLINICAS - TERAPIAS	NUTRICAO	AVENIDA FRANCISCO GLICERIO 1867	CENTRO	13012000	19-32341187;	
CLINICA AUN	CONSULTORIOS - CLINICAS - TERAPIAS	NUTRICAO	RUA BARAO DE ATIBAIA 80	VILA ITAPURA	13023010	19-32325825;19-32327268;	CRM-SP 94323
CLINICA E LABORATORIO DA VITA	CONSULTORIOS - CLINICAS - TERAPIAS	NUTRICAO	RODOVIA VISCONDE DE PORTO SEGURO 1751	SITIO RECREIO DOS CAFEZAIS	13278327		
CLINICA MANNINA	CONSULTORIOS - CLINICAS - TERAPIAS	NUTRICAO	RUA AMELIA BUENO 159	TAQUARAL	13076050	19-33052632;19-989219616;19-994294222;	
CONEXA SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	NUTRICAO	RUA ATENDIMENTO EXCLUSIVO ON-LINE	VILA ITAPURA	13023200		CRM-SP 1006122
CL MED VALBERT DE CASTRO SS LTDA	CONSULTORIOS - CLINICAS - TERAPIAS	NUTROLOGIA	AVENIDA FRANCISCO GLICERIO 2331	VILA ITAPURA	13023101	19-32335601;	CRM-SP 961484
CONEXA SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	NUTROLOGIA	RUA ATENDIMENTO EXCLUSIVO ON-LINE	VILA ITAPURA	13023200		CRM-SP 1006122
LEME QUEZADA PRESTADORA SERVICOS MEDICOS	CONSULTORIOS - CLINICAS - TERAPIAS	NUTROLOGIA	RUA SACRAMENTO 928	VILA ITAPURA	13023185	19-984488688;15-981135687;15-981836060;	
ASM - HOSPITAL MADRE THEODORA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	OBSTETRICIA	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE RURAL FAZENDA SANTA CANDIDA	13087567	19-30032704;	CRM-SP 84458
ANDREA PEREIRA FRIAS SARTORELLI	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	RUA ADEMAR PEREIRA DE BARROS 21	CENTRO	13201796	11-45226184;	CRM-SP 83438
CCMC DR ARMANDO SIGNORELLI JR	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	RUA RUA MAJOR SOLON 367	CAMBUI	13024091	19-32344040;	
CLINICA DE OFTALMOLOGIA NOVA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	RUA VISCONDESSA DE CAMPINAS 399	NOVA CAMPINAS	13092135	19-37947676;	
CONEXA SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	RUA ATENDIMENTO EXCLUSIVO ON-LINE	VILA ITAPURA	13023200		CRM-SP 1006122
DERMAVISUS - CENTRO DE DERMATOLOGIA & OFTAMOLOGIA	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	AVENIDA DOUTOR MORAES SALES 1136	CENTRO	13010001		
DUO CENTER OFTALMOLOGIA	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	AVENIDA BENJAMIN CONSTANT 2 ANDAR 1134	CENTRO	13010141		CRM-SP 79685
FERNANDO ROSAS GROTTO	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	RUA R CORONEL QUIRINO 1614	CAMBUI	13025002	19-32515460;19-32555504;	CRM-SP 43745
GILVANO AMORIM OLIVEIRA	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	AVENIDA ONZE DE AGOSTO 1451	VILA CLAYTON	13276130	19-33276981;	
IOV - INSTITUTO OFTALMOLOGICO DE VALINHOS	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	AVENIDA JOAQUIM ALVES CORREA 4803	PARQUE NOVA SUICA	13271430	19-32444171;	
MC MENDES SERVICOS MEDICOS	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	RUA TREZE DE MAIO 159	CENTRO	13270020	19-32442706;	
VER MAIS OFTALMOLOGIA	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	RUA DOM NERY 745	VILA EMBARE	13271170	11-69659446;	
ASM - HOSPITAL MADRE THEODORA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	ONCOLOGIA	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE RURAL FAZENDA SANTA CANDIDA	13087567	19-30032704;	CRM-SP 84458
ASM - UNIDADE AVANCADA MADRE THEODORA	CONSULTORIOS - CLINICAS - TERAPIAS	ONCOLOGIA	AVENIDA DOUTOR MORAES SALLES 2371	NOVA CAMPINAS	13092111	19-30032704;	CRM-SP 930040
CENTRO INFANTIL DE INVEST HEMAT DR D A BOLDRINI	CONSULTORIOS - CLINICAS - TERAPIAS	ONCOLOGIA	RUA DR GABRIEL PORTO 1270	CIDADE UNIVERSITARIA	13083210	19-37875000;	
ASM - HOSPITAL MADRE THEODORA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	ONCOLOGIA CIRURGICA	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE RURAL FAZENDA SANTA CANDIDA	13087567	19-30032704;	CRM-SP 84458
ASM - INSTITUTO DO RADIUM DE CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	ONCOLOGIA CIRURGICA	AVENIDA DOUTOR HEITOR PENTEADO 1780	VILA LIDIA	13075460	19-37534100;	
ASM - HOSPITAL MADRE THEODORA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	ORTOPEDIA - CIRURGIA DA MAO	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE RURAL FAZENDA SANTA CANDIDA	13087567	19-30032704;	CRM-SP 84458
ASM - UNIDADE AVANCADA MADRE THEODORA	CONSULTORIOS - CLINICAS - TERAPIAS	ORTOPEDIA - CIRURGIA DA MAO	AVENIDA DOUTOR MORAES SALLES 2371	NOVA CAMPINAS	13092111	19-30032704;	CRM-SP 930040
CENTRO DE ORTOP E FRATURAS VALINHOS	CONSULTORIOS - CLINICAS - TERAPIAS	ORTOPEDIA - CIRURGIA DA MAO	AVENIDA AV ONZE DE AGOSTO 2035	VILA EMBARE	13276130	19-38696688;	CRM-SP
ORTO CLINICA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	ORTOPEDIA - CIRURGIA DA MAO	AVENIDA BARAO DE ITAPURA 685	BOTAFOGO	13020431		
ORTO CLINICA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	ORTOPEDIA - CIRURGIA DE PE E TORNOZELO	AVENIDA BARAO DE ITAPURA 685	BOTAFOGO	13020431		
ORTO CLINICA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	ORTOPEDIA - CIRURGIA DE QUADRIL	AVENIDA BARAO DE ITAPURA 685	BOTAFOGO	13020431		
ORTO CLINICA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	ORTOPEDIA - CIRURGIA DO JOELHO	AVENIDA BARAO DE ITAPURA 685	BOTAFOGO	13020431		
ORTO CLINICA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	ORTOPEDIA - CIRURGIA DO OMBRO	AVENIDA BARAO DE ITAPURA 685	BOTAFOGO	13020431		
ASM - HOSPITAL MADRE THEODORA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	ORTOPEDIA E TRAUMATOLOGIA	RUA JOSE GERALDO CEREBINO CHRISTOFARO 175	PARQUE RURAL FAZENDA SANTA CANDIDA	13087567	19-30032704;	CRM-SP 84458
ASM - UNIDADE AVANCADA MADRE THEODORA	CONSULTORIOS - CLINICAS - TERAPIAS	ORTOPEDIA E TRAUMATOLOGIA	AVENIDA DOUTOR MORAES SALLES 2371	NOVA CAMPINAS	13092111	19-30032704;	CRM-SP 930040
