UNA TERAPIAS INTERDISCIPLINARES	CONSULTORIOS - CLINICAS - TERAPIAS	FONOAUDIOLOGIA	VALINHOS	RUA JOAO GASPARINI 32	CENTRO	13280306		CRP-SP 06130927
VERA APARECIDA CAMILLI PASTRELLO	CONSULTORIOS - CLINICAS - TERAPIAS	FONOAUDIOLOGIA	VALINHOS	RUA TIRADENTES 446	VILA ITAPURA	13023190		CRF-SP 1972
AMIL - POLICLINICA DE VINHEDO	CONSULTORIOS - CLINICAS - TERAPIAS	GASTROENTEROLOGIA	VALINHOS	RUA MANOEL MATHEUS 1473	CENTRO	13280970	11-45831216;	
ASM - UNIDADE AVANCADA MADRE THEODORA	CONSULTORIOS - CLINICAS - TERAPIAS	GASTROENTEROLOGIA	VALINHOS	AVENIDA DOUTOR MORAES SALLES 2371	NOVA CAMPINAS	13092111	19-30032704;	CRM-SP 930040
CLINICA AUN	CONSULTORIOS - CLINICAS - TERAPIAS	GASTROENTEROLOGIA	VALINHOS	RUA BARAO DE ATIBAIA 80	VILA ITAPURA	13023010	19-32325825;19-32327268;	CRM-SP 94323
CLINICA DE GASTROENTEROLOGIA E PROCTOLOGIA DE CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	GASTROENTEROLOGIA	VALINHOS	RUA JOSE PAULINO 2223	VILA ITAPURA	13023102	19-32332844;19-32540952;	
CLINICA MANNINA	CONSULTORIOS - CLINICAS - TERAPIAS	GASTROENTEROLOGIA	VALINHOS	RUA AMELIA BUENO 159	TAQUARAL	13076050	19-33052632;19-989219616;19-994294222;	
CLINICA MEDICA MEDEIROS	CONSULTORIOS - CLINICAS - TERAPIAS	GASTROENTEROLOGIA	VALINHOS	RUA FREI ANTONIO DE PADUA 1263	JARDIM GUANABARA	13073330	19-32435917;19-32038272;19-998246994;	
CLINICA MEDICA SAUDE E VIDA	CONSULTORIOS - CLINICAS - TERAPIAS	GASTROENTEROLOGIA	VALINHOS	AVENIDA WASHINGTON LUIS 2480	VILA MARIETA	13042105	19-38492132;19-971269380;	
CLINICA MEIRELLES	CONSULTORIOS - CLINICAS - TERAPIAS	GASTROENTEROLOGIA	VALINHOS	AVENIDA INDEPENDENCIA 4727	CENTRO	13280000	19-38764542;19-38763545;19-38766140;	
HEP CENTRO SERVICOS MEDICOS	CONSULTORIOS - CLINICAS - TERAPIAS	GASTROENTEROLOGIA	VALINHOS	AVENIDA ANDRADE NEVES 2412	JARDIM CHAPADAO	13070001	19-32121513;	CRM
SYMCO MEDICINA	CONSULTORIOS - CLINICAS - TERAPIAS	GASTROENTEROLOGIA	VALINHOS	RUA CORONEL QUIRINO 1483	CAMBUI	13025002	19-32556764;19-994715639;	
CENTRO DE DESOSPITALIZACAO HUMANA - VIVER	CONSULTORIOS - CLINICAS - TERAPIAS	GENETICA MEDICA	VALINHOS	RUA CAMARGO PAES 776	JARDIM GUANABARA	13073350	19-25116989;19-25126989;	CRM-SP 51466
CAMILA REBELO NICOLAU	CONSULTORIOS - CLINICAS - TERAPIAS	GENETICA MEDICA	VALINHOS	RUA LUIZ SPIANDORELLI NETO 60	LOTEAMENTO PAIQUERE	13271570	19-32992112;	CRM-SP 122809
CASA DE SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	GERIATRIA	VALINHOS	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
CLINICA LIBERMAN	CONSULTORIOS - CLINICAS - TERAPIAS	GERIATRIA	VALINHOS	AVENIDA ANDRADE NEVES 699	CENTRO	13013161	19-32324811;19-32324811;	
CLINICA MEDICA MEDEIROS	CONSULTORIOS - CLINICAS - TERAPIAS	GERIATRIA	VALINHOS	RUA FREI ANTONIO DE PADUA 1263	JARDIM GUANABARA	13073330	19-32435917;19-32038272;19-998246994;	
AMIL - POLICLINICA DE VINHEDO	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	RUA MANOEL MATHEUS 1473	CENTRO	13280970	11-45831216;	
ASM - UNIDADE AVANCADA MADRE THEODORA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	AVENIDA DOUTOR MORAES SALLES 2371	NOVA CAMPINAS	13092111	19-30032704;	CRM-SP 930040
ALBA CRISTINA SALVI	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	AVENIDA ANCHIETA 623	CENTRO	13015101	19-32316517;19-32341940;19-994708940;	CRM-SP 72310
BB INOCHI CONSULTORIO MEDICO LTDA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	RUA MARLENE PIATO CONTE 888	PARQUE RESIDENCIAL COLINA DO SOL	13270540	19-38494302;	CRM-RJ 5200859150
CASA DE SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
CENTER MED	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	RUA PADRE ALMEIDA 614	CAMBUI	13025251	19-32547812;	
CI - SANTA CLARA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	AVENIDA FRANCISCO GLICERIO 1867	CENTRO	13012000	19-32341187;	
CL MED VALBERT DE CASTRO SS LTDA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	AVENIDA FRANCISCO GLICERIO 2331	VILA ITAPURA	13023101	19-32335601;	CRM-SP 961484
CLINICA DA MULHER	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	AVENIDA DAS AMOREIRAS 425	SAO BERNARDO	13036225	19-32733036;	
CLINICA MEDICA MANENTE LIMITADA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	AVENIDA JOSE BONIFACIO 2296	JARDIM DAS PAINEIRAS	13092305	19-32556711;	
CONEXA SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	RUA ATENDIMENTO EXCLUSIVO ON-LINE	VILA ITAPURA	13023200		CRM-SP 1006122
DRA MIRIAM NOBREGA CONSULTORIO GINECOLOG	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	RUA DOUTOR ERALDO AURELIO FRANZESE 57	PAIQUERE	13271608	19-981819392;	CRM-SP 83865
DUO CENTER OFTALMOLOGIA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	AVENIDA BENJAMIN CONSTANT 2 ANDAR 1134	CENTRO	13010141		CRM-SP 79685
GLAUCIO COSTA DE OLIVEIRA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	RUA MARIA MONTEIRO 1016	CAMBUI	13025151	19-37058800;19-32948156;	CRM-SP 75106
HP SERVICOS MEDICOS SOCIEDADE SIMPLES	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	RUA DOM BARRETO 157	VILA EMBARE	13271150	19-38295090;19-31670050;	CRM-SP 71382
INSTITUTO PRO-MULHER	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	RUA URUGUAIANA 467	BOSQUE	13026001	19-32343320;19-32548252;	
MIRIAM SIESLER NOBREGA BELISARIO	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	RUA DOUTOR ERALDO AURELIO FRANZESE 57	PAIQUERE	13271608	19-38714212;19-981819392;	CRM-SP 0000083865
SCHNEIDER ASSISTENCIA MEDICA LTDA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	RUA BARAO GERALDO DE RESENDE 282	BOTAFOGO	13020440	19-33075915;	CRM-SP 995331
SEVIG SERVICOS DE VIDEO ENDOSCOPIA GIN	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	RUA VISCONDE DE TAUNAY 420	VILA ITAPURA	13023200	19-32370954;	
SYMCO MEDICINA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	RUA CORONEL QUIRINO 1483	CAMBUI	13025002	19-32556764;19-994715639;	
VANDELCI RICCI	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA	VALINHOS	RUA SACRAMENTO 900	CENTRO	13010210	19-32433751;	CRM-SP 0000032104
ALBA CRISTINA SALVI	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	VALINHOS	AVENIDA ANCHIETA 623	CENTRO	13015101	19-32316517;19-32341940;19-994708940;	CRM-SP 72310
BB INOCHI CONSULTORIO MEDICO LTDA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	VALINHOS	RUA MARLENE PIATO CONTE 888	PARQUE RESIDENCIAL COLINA DO SOL	13270540	19-38494302;	CRM-RJ 5200859150
CASA DE SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	VALINHOS	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
CENTER MED	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	VALINHOS	RUA SANTA CRUZ 322	BARRA FUNDA	13280000	19-38264779;19-38762567;	
CI - SANTA CLARA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	VALINHOS	AVENIDA FRANCISCO GLICERIO 1867	CENTRO	13012000	19-32341187;	
CL MED VALBERT DE CASTRO SS LTDA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	VALINHOS	AVENIDA FRANCISCO GLICERIO 2331	VILA ITAPURA	13023101	19-32335601;	CRM-SP 961484
CLINICA DA MULHER	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	VALINHOS	AVENIDA DAS AMOREIRAS 425	SAO BERNARDO	13036225	19-32733036;	
CLINICA MEDICA MANENTE LIMITADA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	VALINHOS	AVENIDA JOSE BONIFACIO 2296	JARDIM DAS PAINEIRAS	13092305	19-32556711;	
CONEXA SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	VALINHOS	RUA ATENDIMENTO EXCLUSIVO ON-LINE	VILA ITAPURA	13023200		CRM-SP 1006122
DRA MIRIAM NOBREGA CONSULTORIO GINECOLOG	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	VALINHOS	RUA DOUTOR ERALDO AURELIO FRANZESE 57	PAIQUERE	13271608	19-981819392;	CRM-SP 83865
GLAUCIO COSTA DE OLIVEIRA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	VALINHOS	RUA MARIA MONTEIRO 1016	CAMBUI	13025151	19-37058800;19-32948156;	CRM-SP 75106
HP SERVICOS MEDICOS SOCIEDADE SIMPLES	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	VALINHOS	RUA DOM BARRETO 157	VILA EMBARE	13271150	19-38295090;19-31670050;	CRM-SP 71382
INSTITUTO PRO-MULHER	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	VALINHOS	RUA URUGUAIANA 467	BOSQUE	13026001	19-32343320;19-32548252;	
MIRIAM SIESLER NOBREGA BELISARIO	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	VALINHOS	RUA DOUTOR ERALDO AURELIO FRANZESE 57	PAIQUERE	13271608	19-38714212;19-981819392;	CRM-SP 0000083865
SCHNEIDER ASSISTENCIA MEDICA LTDA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	VALINHOS	RUA BARAO GERALDO DE RESENDE 282	BOTAFOGO	13020440	19-33075915;	CRM-SP 995331
SEVIG SERVICOS DE VIDEO ENDOSCOPIA GIN	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	VALINHOS	RUA VISCONDE DE TAUNAY 420	VILA ITAPURA	13023200	19-32370954;	
SYMCO MEDICINA	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	VALINHOS	RUA CORONEL QUIRINO 1483	CAMBUI	13025002	19-32556764;19-994715639;	
VANDELCI RICCI	CONSULTORIOS - CLINICAS - TERAPIAS	GINECOLOGIA E OBSTETRICIA	VALINHOS	RUA SACRAMENTO 900	CENTRO	13010210	19-32433751;	CRM-SP 0000032104
ASM - UNIDADE AVANCADA MADRE THEODORA	CONSULTORIOS - CLINICAS - TERAPIAS	HEMATOLOGIA	VALINHOS	AVENIDA DOUTOR MORAES SALLES 2371	NOVA CAMPINAS	13092111	19-30032704;	CRM-SP 930040
CASA DE SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	HEMATOLOGIA	VALINHOS	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
CENTRO DE HEMATOLOGIA HEMOTERAPIA	CONSULTORIOS - CLINICAS - TERAPIAS	HEMATOLOGIA	VALINHOS	AVENIDA JULIO DE MESQUITA 571	CAMBUI	13025063	19-25141555;	CRM-SP 96624
CLINICA MEDICA MEDEIROS	CONSULTORIOS - CLINICAS - TERAPIAS	HEMATOLOGIA	VALINHOS	RUA FREI ANTONIO DE PADUA 1263	JARDIM GUANABARA	13073330	19-32435917;19-32038272;19-998246994;	
CENTRO DE DESOSPITALIZACAO HUMANA - VIVER	CONSULTORIOS - CLINICAS - TERAPIAS	HEMATOLOGIA PEDIATRICA	VALINHOS	RUA CAMARGO PAES 776	JARDIM GUANABARA	13073350	19-25116989;19-25126989;	CRM-SP 51466
ASM - UNIDADE AVANCADA MADRE THEODORA	CONSULTORIOS - CLINICAS - TERAPIAS	HEPATOLOGIA	VALINHOS	AVENIDA DOUTOR MORAES SALLES 2371	NOVA CAMPINAS	13092111	19-30032704;	CRM-SP 930040
HEP CENTRO SERVICOS MEDICOS	CONSULTORIOS - CLINICAS - TERAPIAS	HEPATOLOGIA	VALINHOS	AVENIDA ANDRADE NEVES 2412	JARDIM CHAPADAO	13070001	19-32121513;	CRM
CASA DE SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	HOMEOPATIA	VALINHOS	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
CENTRO MEDICO HOMEOPATICO DE CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	HOMEOPATIA	VALINHOS	RUA CAMARGO PAES 642	JARDIM GUANABARA	13073350	19-32335513;	
GLAUCIO COSTA DE OLIVEIRA	CONSULTORIOS - CLINICAS - TERAPIAS	HOMEOPATIA	VALINHOS	RUA MARIA MONTEIRO 1016	CAMBUI	13025151	19-37058800;19-32948156;	CRM-SP 75106
PAULO DE TARSO SEIXAS	CONSULTORIOS - CLINICAS - TERAPIAS	HOMEOPATIA	VALINHOS	RUA GONCALVES CESAR 383	JARDIM GUANABARA	13073230	19-32422625;	CRM-SP 60922
VITOR JOSE FANTINATO PANSANI	CONSULTORIOS - CLINICAS - TERAPIAS	HOMEOPATIA	VALINHOS	RUA VISCONDE DE TAUNAY 305	VILA ITAPURA	13023200	19-32319542;19-32365915;	CRM-SP 32449
MARCIA FINUCCI	CONSULTORIOS - CLINICAS - TERAPIAS	HOMEOPATIA PEDIATRICA	VALINHOS	RUA VISCONDE DE TAUNAY 421	VILA ITAPURA	13023200	19-32376426;19-32352858;19-992067211;	CRM-SP 57581
PAULO DE TARSO SEIXAS	CONSULTORIOS - CLINICAS - TERAPIAS	HOMEOPATIA PEDIATRICA	VALINHOS	RUA GONCALVES CESAR 383	JARDIM GUANABARA	13073230	19-32422625;	CRM-SP 60922
CENTRO DE DESOSPITALIZACAO HUMANA - VIVER	CONSULTORIOS - CLINICAS - TERAPIAS	INFECTOLOGIA	VALINHOS	RUA CAMARGO PAES 776	JARDIM GUANABARA	13073350	19-25116989;19-25126989;	CRM-SP 51466
CASA DE SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	INFECTOLOGIA	VALINHOS	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
CONEXA SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	INFECTOLOGIA	VALINHOS	RUA ATENDIMENTO EXCLUSIVO ON-LINE	VILA ITAPURA	13023200		CRM-SP 1006122
LEME QUEZADA PRESTADORA SERVICOS MEDICOS	CONSULTORIOS - CLINICAS - TERAPIAS	INFECTOLOGIA	VALINHOS	RUA SACRAMENTO 928	VILA ITAPURA	13023185	19-984488688;15-981135687;15-981836060;	
ASM - UNIDADE AVANCADA MADRE THEODORA	CONSULTORIOS - CLINICAS - TERAPIAS	MASTOLOGIA	VALINHOS	AVENIDA DOUTOR MORAES SALLES 2371	NOVA CAMPINAS	13092111	19-30032704;	CRM-SP 930040
CLINICA MEDICA MANENTE LIMITADA	CONSULTORIOS - CLINICAS - TERAPIAS	MASTOLOGIA	VALINHOS	AVENIDA JOSE BONIFACIO 2296	JARDIM DAS PAINEIRAS	13092305	19-32556711;	
CONEXA SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	MASTOLOGIA	VALINHOS	RUA ATENDIMENTO EXCLUSIVO ON-LINE	VILA ITAPURA	13023200		CRM-SP 1006122
SYMCO MEDICINA	CONSULTORIOS - CLINICAS - TERAPIAS	MASTOLOGIA	VALINHOS	RUA CORONEL QUIRINO 1483	CAMBUI	13025002	19-32556764;19-994715639;	
CONEXA SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	MEDICINA DE FAMILIA	VALINHOS	RUA ATENDIMENTO EXCLUSIVO ON-LINE	VILA ITAPURA	13023200		CRM-SP 1006122
ASM - UNIDADE AVANCADA MADRE THEODORA	CONSULTORIOS - CLINICAS - TERAPIAS	NEFROLOGIA	VALINHOS	AVENIDA DOUTOR MORAES SALLES 2371	NOVA CAMPINAS	13092111	19-30032704;	CRM-SP 930040
NEFROCAMP NEFROLOGISTAS ASSOCIADOS	CONSULTORIOS - CLINICAS - TERAPIAS	NEFROLOGIA	VALINHOS	RUA BARBOSA DA CUNHA 603	JARDIM GUANABARA	13073320	19-32120379;19-32430543;	CRM-SP 89089
NEFROCAMP NEFROLOGISTAS ASSOCIADOS	CONSULTORIOS - CLINICAS - TERAPIAS	NEFROLOGIA PEDIATRICA	VALINHOS	RUA BARBOSA DA CUNHA 603	JARDIM GUANABARA	13073320	19-32120379;19-32430543;	CRM-SP 89089
ASM - UNIDADE AVANCADA MADRE THEODORA	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROCIRURGIA	VALINHOS	AVENIDA DOUTOR MORAES SALLES 2371	NOVA CAMPINAS	13092111	19-30032704;	CRM-SP 930040
JOSE HENRIQUE FIGUEIREDO RACHED	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROCIRURGIA	VALINHOS	AVENIDA BARAO DE ITAPURA 385	BOTAFOGO	13020430	19-32314110;19-32349498;	CRM-SP 64247
CASA DE SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROCIRURGIA	VALINHOS	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
CENTRO DE ORTOP E FRATURAS VALINHOS	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROCIRURGIA	VALINHOS	AVENIDA AV ONZE DE AGOSTO 2035	VILA EMBARE	13276130	19-38696688;	CRM-SP
LEME QUEZADA PRESTADORA SERVICOS MEDICOS	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROCIRURGIA	VALINHOS	RUA SACRAMENTO 928	VILA ITAPURA	13023185	19-984488688;15-981135687;15-981836060;	
CENTRO DE DESOSPITALIZACAO HUMANA - VIVER	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROCIRURGIA PEDIATRICA	VALINHOS	RUA CAMARGO PAES 776	JARDIM GUANABARA	13073350	19-25116989;19-25126989;	CRM-SP 51466
AMIL - POLICLINICA DE VINHEDO	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA	VALINHOS	RUA MANOEL MATHEUS 1473	CENTRO	13280970	11-45831216;	
ASM - UNIDADE AVANCADA MADRE THEODORA	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA	VALINHOS	AVENIDA DOUTOR MORAES SALLES 2371	NOVA CAMPINAS	13092111	19-30032704;	CRM-SP 930040
JOSE HENRIQUE FIGUEIREDO RACHED	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA	VALINHOS	AVENIDA BARAO DE ITAPURA 385	BOTAFOGO	13020430	19-32314110;19-32349498;	CRM-SP 64247
CASA DE SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA	VALINHOS	PRAÇA DOUTOR TOFFOLI 28	CENTRO	13015240	19-37363400;	CRM-SP 149367
CENTRO INTEGRADO NEUROLOGIA DE CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA	VALINHOS	RUA DOUTOR CLEMENTE FERREIRA 44	BOTAFOGO	13020120	19-33975186;19-25126212;	
CONEXA SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA	VALINHOS	RUA ATENDIMENTO EXCLUSIVO ON-LINE	VILA ITAPURA	13023200		CRM-SP 1006122
LEME QUEZADA PRESTADORA SERVICOS MEDICOS	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA	VALINHOS	RUA SACRAMENTO 928	VILA ITAPURA	13023185	19-984488688;15-981135687;15-981836060;	
JOSE HENRIQUE FIGUEIREDO RACHED	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA PEDIATRICA	VALINHOS	AVENIDA BARAO DE ITAPURA 385	BOTAFOGO	13020430	19-32314110;19-32349498;	CRM-SP 64247
CENTRO INTEGRADO NEUROLOGIA DE CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA PEDIATRICA	VALINHOS	RUA DOUTOR CLEMENTE FERREIRA 44	BOTAFOGO	13020120	19-33975186;19-25126212;	
LEME QUEZADA PRESTADORA SERVICOS MEDICOS	CONSULTORIOS - CLINICAS - TERAPIAS	NEUROLOGIA PEDIATRICA	VALINHOS	RUA SACRAMENTO 928	VILA ITAPURA	13023185	19-984488688;15-981135687;15-981836060;	
AMIL - POLICLINICA DE VINHEDO	CONSULTORIOS - CLINICAS - TERAPIAS	NUTRICAO	VALINHOS	RUA MANOEL MATHEUS 1473	CENTRO	13280970	11-45831216;	
CETE CENTRO ESP DE TERAPIA E ESTIM	CONSULTORIOS - CLINICAS - TERAPIAS	NUTRICAO	VALINHOS	AVENIDA FRANCISCO JOSE DE CAMARGO ANDRADE 358	JARDIM CHAPADAO	13070055	19-32416050;19-33427730;	
KIKLOS SAUDE CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	NUTRICAO	VALINHOS	AVENIDA JOSE BONIFACIO 718	JARDIM FLAMBOYANT	13091140	19-33427910;	CRFA-SP 4436
CI - SANTA CLARA	CONSULTORIOS - CLINICAS - TERAPIAS	NUTRICAO	VALINHOS	AVENIDA FRANCISCO GLICERIO 1867	CENTRO	13012000	19-32341187;	
CLINICA AUN	CONSULTORIOS - CLINICAS - TERAPIAS	NUTRICAO	VALINHOS	RUA BARAO DE ATIBAIA 80	VILA ITAPURA	13023010	19-32325825;19-32327268;	CRM-SP 94323
CLINICA E LABORATORIO DA VITA	CONSULTORIOS - CLINICAS - TERAPIAS	NUTRICAO	VALINHOS	RODOVIA VISCONDE DE PORTO SEGURO 1751	SITIO RECREIO DOS CAFEZAIS	13278327		
CLINICA MANNINA	CONSULTORIOS - CLINICAS - TERAPIAS	NUTRICAO	VALINHOS	RUA AMELIA BUENO 159	TAQUARAL	13076050	19-33052632;19-989219616;19-994294222;	
CONEXA SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	NUTRICAO	VALINHOS	RUA ATENDIMENTO EXCLUSIVO ON-LINE	VILA ITAPURA	13023200		CRM-SP 1006122
EDVANIA SOARES DE SOUZA	CONSULTORIOS - CLINICAS - TERAPIAS	NUTRICAO	VALINHOS	RUA SANTA CRUZ 897	CENTRO	13280000	11-34415088;11-918939915;	
ENTRE SAUDE MENTAL E QUALIDADE DE VIDA	CONSULTORIOS - CLINICAS - TERAPIAS	NUTRICAO	VALINHOS	RUA VICENTE ROTELLA 60	CENTRO	13280000	19-38362498;	
FISIOCLINICA VINHEDO	CONSULTORIOS - CLINICAS - TERAPIAS	NUTRICAO	VALINHOS	RUA ANTONIO VON ZUBEN 433	CENTRO	13280000	19-38760131;	
CL MED VALBERT DE CASTRO SS LTDA	CONSULTORIOS - CLINICAS - TERAPIAS	NUTROLOGIA	VALINHOS	AVENIDA FRANCISCO GLICERIO 2331	VILA ITAPURA	13023101	19-32335601;	CRM-SP 961484
CONEXA SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	NUTROLOGIA	VALINHOS	RUA ATENDIMENTO EXCLUSIVO ON-LINE	VILA ITAPURA	13023200		CRM-SP 1006122
LEME QUEZADA PRESTADORA SERVICOS MEDICOS	CONSULTORIOS - CLINICAS - TERAPIAS	NUTROLOGIA	VALINHOS	RUA SACRAMENTO 928	VILA ITAPURA	13023185	19-984488688;15-981135687;15-981836060;	
AMIL - POLICLINICA DE VINHEDO	CONSULTORIOS - CLINICAS - TERAPIAS	OBSTETRICIA	VALINHOS	RUA MANOEL MATHEUS 1473	CENTRO	13280970	11-45831216;	
ANDREA PEREIRA FRIAS SARTORELLI	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	VALINHOS	RUA ADEMAR PEREIRA DE BARROS 21	CENTRO	13201796	11-45226184;	CRM-SP 83438
CCMC DR ARMANDO SIGNORELLI JR	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	VALINHOS	RUA RUA MAJOR SOLON 367	CAMBUI	13024091	19-32344040;	
CLINICA DE OFTALMOLOGIA NOVA CAMPINAS	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	VALINHOS	RUA VISCONDESSA DE CAMPINAS 399	NOVA CAMPINAS	13092135	19-37947676;	
CONEXA SAUDE	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	VALINHOS	RUA ATENDIMENTO EXCLUSIVO ON-LINE	VILA ITAPURA	13023200		CRM-SP 1006122
DERMAVISUS - CENTRO DE DERMATOLOGIA & OFTAMOLOGIA	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	VALINHOS	AVENIDA DOUTOR MORAES SALES 1136	CENTRO	13010001		
DUO CENTER OFTALMOLOGIA	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	VALINHOS	AVENIDA BENJAMIN CONSTANT 2 ANDAR 1134	CENTRO	13010141		CRM-SP 79685
FERNANDO ROSAS GROTTO	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	VALINHOS	RUA R CORONEL QUIRINO 1616	CAMBUI	13025002	19-32515460;19-32555504;	CRM-SP 43745
GILVANO AMORIM OLIVEIRA	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	VALINHOS	AVENIDA ONZE DE AGOSTO 1451	VILA CLAYTON	13276130	19-33276981;	
IOV - INSTITUTO OFTALMOLOGICO DE VALINHOS	CONSULTORIOS - CLINICAS - TERAPIAS	OFTALMOLOGIA	VALINHOS	AVENIDA JOAQUIM ALVES CORREA 4803	PARQUE NOVA SUICA	13271430	19-32444171;	
